# begin r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00:
# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  5  3 -0.000000000000000E+00   1.107019901269889E+01
  5  4 -2.348343837289203E+01  -0.000000000000000E+00
  5  5  0.000000000000000E+00  -1.485223051010747E+01
  6  0  4.170139668756427E+01   0.000000000000000E+00
  6  1 -0.000000000000000E+00   6.591608260818259E+00
  6  2  4.168899109553382E+01   0.000000000000000E+00
  6  3 -0.000000000000000E+00   2.084449554776692E+01
  6  4  3.425100123398382E+01   0.000000000000000E+00
  6  5 -0.000000000000000E+00   5.355047865920315E+01
  6  6 -3.091738326912425E+01  -0.000000000000000E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  0.000000000000000E+00 -1.000000000000000E+00 -2.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0 -9.772050238058400E-01  -0.000000000000000E+00
  1  1  0.000000000000000E+00  -3.454941494713355E-01
  2  0  2.207740956767640E+00   0.000000000000000E+00
  2  1 -0.000000000000000E+00   1.545096808092759E+00
  2  2 -3.862742020231897E-01  -0.000000000000000E+00
  3  0 -3.731763325901155E+00  -0.000000000000000E+00
  3  1  0.000000000000000E+00  -4.847702761712260E+00
  3  2  2.043970952866565E+00   0.000000000000000E+00
  3  3 -0.000000000000000E+00   4.172238236327842E-01
  4  0  3.702494142032153E+00   0.000000000000000E+00
  4  1 -0.000000000000000E+00   1.230027104484829E+01
  4  2 -7.694035250908829E+00  -0.000000000000000E+00
  4  3  0.000000000000000E+00  -2.503342941796705E+00
  4  4  4.425326924449828E-01   0.000000000000000E+00
  5  0  3.976310963416400E+00   0.000000000000000E+00
  5  1  0.000000000000000E+00  -2.594281353467344E+01
  5  2  2.372679656565260E+01   0.000000000000000E+00
  5  3 -0.000000000000000E+00   1.072425529355205E+01
  5  4 -2.935429796611503E+00  -0.000000000000000E+00
  5  5  0.000000000000000E+00  -4.641322034408584E-01
  6  0 -3.439093842678698E+01  -0.000000000000000E+00
  6  1 -0.000000000000000E+00   4.366940472792093E+01
  6  2 -6.285918188623457E+01  -0.000000000000000E+00
  6  3  0.000000000000000E+00  -3.778064818032752E+01
  6  4  1.391446925130593E+01   0.000000000000000E+00
  6  5 -0.000000000000000E+00   3.346904916200197E+00
  6  6 -4.830841135800664E-01  -0.000000000000000E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -2.000000000000000E+00  0.000000000000000E+00  1.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  4.886025119029200E-01   0.000000000000000E+00
  1  1 -6.909882989426710E-01   0.000000000000000E+00
  2  0 -6.307831305050402E-01  -0.000000000000000E+00
  2  1 -1.545096808092759E+00   0.000000000000000E+00
  2  2  1.545096808092759E+00  -0.000000000000000E+00
  3  0 -3.731763325901155E+00  -0.000000000000000E+00
  3  1  0.000000000000000E+00  -0.000000000000000E+00
  3  2  4.087941905733130E+00  -0.000000000000000E+00
  3  3 -3.337790589062274E+00   0.000000000000000E+00
  4  0 -4.231421876608173E+00  -0.000000000000000E+00
  4  1  7.569397566060482E+00  -0.000000000000000E+00
  4  2  2.676186174229158E+00  -0.000000000000000E+00
  4  3 -1.001337176718682E+01   0.000000000000000E+00
  4  4  7.080523079119725E+00  -0.000000000000000E+00
  5  0  1.029162837590128E+01   0.000000000000000E+00
  5  1  1.537351913165833E+01  -0.000000000000000E+00
  5  2 -1.355816946608720E+01   0.000000000000000E+00
  5  3 -1.107019901269889E+01   0.000000000000000E+00
  5  4  2.348343837289203E+01  -0.000000000000000E+00
  5  5 -1.485223051010747E+01   0.000000000000000E+00
  6  0  4.170139668756427E+01   0.000000000000000E+00
  6  1 -6.591608260818259E+00   0.000000000000000E+00
  6  2 -4.168899109553382E+01   0.000000000000000E+00
  6  3  2.084449554776692E+01  -0.000000000000000E+00
  6  4  3.425100123398382E+01  -0.000000000000000E+00
  6  5 -5.355047865920315E+01   0.000000000000000E+00
  6  6  3.091738326912425E+01  -0.000000000000000E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -2.000000000000000E+00 -1.000000000000000E+00  0.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  0.000000000000000E+00   0.000000000000000E+00
  1  1 -6.909882989426710E-01  -3.454941494713355E-01
  2  0 -1.576957826262601E+00  -0.000000000000000E+00
  2  1 -0.000000000000000E+00  -0.000000000000000E+00
  2  2  1.158822606069569E+00   1.545096808092759E+00
  3  0 -0.000000000000000E+00  -0.000000000000000E+00
  3  1  3.231801841141507E+00   1.615900920570754E+00
  3  2  0.000000000000000E+00   0.000000000000000E+00
  3  3 -8.344476472655683E-01  -4.589462059960626E+00
  4  0  7.933916018640326E+00   0.000000000000000E+00
  4  1  0.000000000000000E+00   0.000000000000000E+00
  4  2 -5.017849076679672E+00  -6.690465435572895E+00
  4  3 -0.000000000000000E+00  -0.000000000000000E+00
  4  4 -3.097728847114880E+00   1.062078461867959E+01
  5  0  0.000000000000000E+00   0.000000000000000E+00
  5  1 -1.601408242881076E+01  -8.007041214405380E+00
  5  2 -0.000000000000000E+00  -0.000000000000000E+00
  5  3  3.459437191468403E+00   1.902690455307621E+01
  5  4 -0.000000000000000E+00   0.000000000000000E+00
  5  5  1.763702373075261E+01  -1.902942034107519E+01
  6  0 -3.973075141726778E+01  -0.000000000000000E+00
  6  1 -0.000000000000000E+00  -0.000000000000000E+00
  6  2  2.442714322003935E+01   3.256952429338580E+01
  6  3  0.000000000000000E+00   0.000000000000000E+00
  6  4  1.248734419988994E+01  -4.281375154247978E+01
  6  5  0.000000000000000E+00  -0.000000000000000E+00
  6  6 -5.652084128886776E+01   2.125570099752291E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -1.500000000000000E+00  1.000000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543799E-01   0.000000000000000E+00
  1  1 -5.182412242070032E-01   3.454941494713355E-01
  2  0  3.942394565656501E-01   0.000000000000000E+00
  2  1 -1.738233909104353E+00   1.158822606069569E+00
  2  2  4.828427525289870E-01  -1.158822606069569E+00
  3  0 -2.938763619147159E+00  -0.000000000000000E+00
  3  1 -2.787429087984549E+00   1.858286058656366E+00
  3  2  1.916222768312404E+00  -4.598934643949770E+00
  3  3  4.693768015868820E-01   2.399036985888508E+00
  4  0 -1.092896931567705E+01  -0.000000000000000E+00
  4  1  7.983348995454412E-01  -5.322232663636275E-01
  4  2  4.286079419663884E+00  -1.028659060719332E+01
  4  3  2.112195607140969E+00   1.079566643649829E+01
  4  4 -3.291336900059558E+00  -3.318995193337369E+00
  5  0 -1.641324681682267E+01  -0.000000000000000E+00
  5  1  1.762549947320984E+01  -1.175033298213989E+01
  5  2  3.972119960767733E+00  -9.533087905842558E+00
  5  3  5.740503589592878E+00   2.934035168014139E+01
  5  4 -1.637419433422353E+01  -1.651179260593970E+01
  5  5  8.658966420443507E+00   1.769504025618271E+00
  6  0  1.113354981590386E+01   0.000000000000000E+00
  6  1  4.907014626193118E+01  -3.271343084128745E+01
  6  2 -1.035609092766251E+01   2.485461822639002E+01
  6  3  9.068576920439604E+00   4.635050426002465E+01
  6  4 -5.108104236767475E+01  -5.151029482454597E+01
  6  5  4.683052113214492E+01   9.570056244759934E+00
  6  6 -1.536056517399117E+01   6.249900719442104E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -1.000000000000000E+00  1.500000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543799E-01   0.000000000000000E+00
  1  1 -3.454941494713355E-01   5.182412242070032E-01
  2  0  3.942394565656501E-01   0.000000000000000E+00
  2  1 -1.158822606069569E+00   1.738233909104353E+00
  2  2 -4.828427525289870E-01  -1.158822606069569E+00
  3  0 -2.938763619147159E+00  -0.000000000000000E+00
  3  1 -1.858286058656366E+00   2.787429087984549E+00
  3  2 -1.916222768312404E+00  -4.598934643949770E+00
  3  3  2.399036985888508E+00   4.693768015868820E-01
  4  0 -1.092896931567705E+01  -0.000000000000000E+00
  4  1  5.322232663636275E-01  -7.983348995454412E-01
  4  2 -4.286079419663884E+00  -1.028659060719332E+01
  4  3  1.079566643649829E+01   2.112195607140969E+00
  4  4 -3.291336900059558E+00   3.318995193337369E+00
  5  0 -1.641324681682267E+01  -0.000000000000000E+00
  5  1  1.175033298213989E+01  -1.762549947320984E+01
  5  2 -3.972119960767733E+00  -9.533087905842558E+00
  5  3  2.934035168014139E+01   5.740503589592878E+00
  5  4 -1.637419433422353E+01   1.651179260593970E+01
  5  5 -1.769504025618271E+00  -8.658966420443507E+00
  6  0  1.113354981590386E+01   0.000000000000000E+00
  6  1  3.271343084128745E+01  -4.907014626193118E+01
  6  2  1.035609092766251E+01   2.485461822639002E+01
  6  3  4.635050426002465E+01   9.068576920439604E+00
  6  4 -5.108104236767475E+01   5.151029482454597E+01
  6  5 -9.570056244759934E+00  -4.683052113214492E+01
  6  6  1.536056517399117E+01   6.249900719442104E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.000000000000000E+00  1.500000000000000E+00 -1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0 -7.329037678543799E-01  -0.000000000000000E+00
  1  1  3.454941494713355E-01   5.182412242070032E-01
  2  0  3.942394565656501E-01   0.000000000000000E+00
  2  1 -1.158822606069569E+00  -1.738233909104353E+00
  2  2 -4.828427525289870E-01   1.158822606069569E+00
  3  0  2.938763619147159E+00   0.000000000000000E+00
  3  1  1.858286058656366E+00   2.787429087984549E+00
  3  2  1.916222768312404E+00  -4.598934643949770E+00
  3  3 -2.399036985888508E+00   4.693768015868820E-01
  4  0 -1.092896931567705E+01  -0.000000000000000E+00
  4  1  5.322232663636275E-01   7.983348995454412E-01
  4  2 -4.286079419663884E+00   1.028659060719332E+01
  4  3  1.079566643649829E+01  -2.112195607140969E+00
  4  4 -3.291336900059558E+00  -3.318995193337369E+00
  5  0  1.641324681682267E+01   0.000000000000000E+00
  5  1 -1.175033298213989E+01  -1.762549947320984E+01
  5  2  3.972119960767733E+00  -9.533087905842558E+00
  5  3 -2.934035168014139E+01   5.740503589592878E+00
  5  4  1.637419433422353E+01   1.651179260593970E+01
  5  5  1.769504025618271E+00  -8.658966420443507E+00
  6  0  1.113354981590386E+01   0.000000000000000E+00
  6  1  3.271343084128745E+01   4.907014626193118E+01
  6  2  1.035609092766251E+01  -2.485461822639002E+01
  6  3  4.635050426002465E+01  -9.068576920439604E+00
  6  4 -5.108104236767475E+01  -5.151029482454597E+01
  6  5 -9.570056244759934E+00   4.683052113214492E+01
  6  6  1.536056517399117E+01  -6.249900719442104E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.500000000000000E+00  1.000000000000000E+00 -1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0 -7.329037678543799E-01  -0.000000000000000E+00
  1  1  5.182412242070032E-01   3.454941494713355E-01
  2  0  3.942394565656501E-01   0.000000000000000E+00
  2  1 -1.738233909104353E+00  -1.158822606069569E+00
  2  2  4.828427525289870E-01   1.158822606069569E+00
  3  0  2.938763619147159E+00   0.000000000000000E+00
  3  1  2.787429087984549E+00   1.858286058656366E+00
  3  2 -1.916222768312404E+00  -4.598934643949770E+00
  3  3 -4.693768015868820E-01   2.399036985888508E+00
  4  0 -1.092896931567705E+01  -0.000000000000000E+00
  4  1  7.983348995454412E-01   5.322232663636275E-01
  4  2  4.286079419663884E+00   1.028659060719332E+01
  4  3  2.112195607140969E+00  -1.079566643649829E+01
  4  4 -3.291336900059558E+00   3.318995193337369E+00
  5  0  1.641324681682267E+01   0.000000000000000E+00
  5  1 -1.762549947320984E+01  -1.175033298213989E+01
  5  2 -3.972119960767733E+00  -9.533087905842558E+00
  5  3 -5.740503589592878E+00   2.934035168014139E+01
  5  4  1.637419433422353E+01  -1.651179260593970E+01
  5  5 -8.658966420443507E+00   1.769504025618271E+00
  6  0  1.113354981590386E+01   0.000000000000000E+00
  6  1  4.907014626193118E+01   3.271343084128745E+01
  6  2 -1.035609092766251E+01  -2.485461822639002E+01
  6  3  9.068576920439604E+00  -4.635050426002465E+01
  6  4 -5.108104236767475E+01   5.151029482454597E+01
  6  5  4.683052113214492E+01  -9.570056244759934E+00
  6  6 -1.536056517399117E+01  -6.249900719442104E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -1.500000000000000E+00  1.500000000000000E+00  1.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  4.886025119029199E-01   0.000000000000000E+00
  1  1 -5.182412242070032E-01   5.182412242070032E-01
  2  0 -7.884789131313004E-01  -0.000000000000000E+00
  2  1 -1.158822606069569E+00   1.158822606069569E+00
  2  2  0.000000000000000E+00  -1.738233909104353E+00
  3  0 -4.291527824786328E+00  -0.000000000000000E+00
  3  1  2.423851380856140E-01  -2.423851380856140E-01
  3  2  0.000000000000000E+00  -4.598934643949770E+00
  3  3  2.816260809521292E+00   2.816260809521292E+00
  4  0 -4.152082716421766E+00  -0.000000000000000E+00
  4  1  6.741494707272618E+00  -6.741494707272618E+00
  4  2  0.000000000000000E+00  -2.258032084505849E+00
  4  3  8.448782428563879E+00   8.448782428563879E+00
  4  4 -8.961287022010897E+00   0.000000000000000E+00
  5  0  1.540820498323857E+01   0.000000000000000E+00
  5  1  1.237087867625630E+01  -1.237087867625630E+01
  5  2 -0.000000000000000E+00   1.906617581168512E+01
  5  3  8.172920364844098E+00   8.172920364844098E+00
  5  4 -2.972122669069145E+01   0.000000000000000E+00
  5  5  1.409801567951606E+01  -1.409801567951606E+01
  6  0  5.358089136132730E+01   0.000000000000000E+00
  6  1 -1.189579303319546E+01   1.189579303319546E+01
  6  2 -0.000000000000000E+00   5.239622220698438E+01
  6  3 -2.418287178783895E+01  -2.418287178783895E+01
  6  4 -3.973651315036400E+01   0.000000000000000E+00
  6  5  5.083111841479047E+01  -5.083111841479047E+01
  6  6  0.000000000000000E+00   4.402103984998352E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -1.500000000000000E+00 -1.000000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543799E-01   0.000000000000000E+00
  1  1 -5.182412242070032E-01  -3.454941494713355E-01
  2  0  3.942394565656501E-01   0.000000000000000E+00
  2  1 -1.738233909104353E+00  -1.158822606069569E+00
  2  2  4.828427525289870E-01   1.158822606069569E+00
  3  0 -2.938763619147159E+00  -0.000000000000000E+00
  3  1 -2.787429087984549E+00  -1.858286058656366E+00
  3  2  1.916222768312404E+00   4.598934643949770E+00
  3  3  4.693768015868820E-01  -2.399036985888508E+00
  4  0 -1.092896931567705E+01  -0.000000000000000E+00
  4  1  7.983348995454412E-01   5.322232663636275E-01
  4  2  4.286079419663884E+00   1.028659060719332E+01
  4  3  2.112195607140969E+00  -1.079566643649829E+01
  4  4 -3.291336900059558E+00   3.318995193337369E+00
  5  0 -1.641324681682267E+01  -0.000000000000000E+00
  5  1  1.762549947320984E+01   1.175033298213989E+01
  5  2  3.972119960767733E+00   9.533087905842558E+00
  5  3  5.740503589592878E+00  -2.934035168014139E+01
  5  4 -1.637419433422353E+01   1.651179260593970E+01
  5  5  8.658966420443507E+00  -1.769504025618271E+00
  6  0  1.113354981590386E+01   0.000000000000000E+00
  6  1  4.907014626193118E+01   3.271343084128745E+01
  6  2 -1.035609092766251E+01  -2.485461822639002E+01
  6  3  9.068576920439604E+00  -4.635050426002465E+01
  6  4 -5.108104236767475E+01   5.151029482454597E+01
  6  5  4.683052113214492E+01  -9.570056244759934E+00
  6  6 -1.536056517399117E+01  -6.249900719442104E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.000000000000000E+00 -1.500000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543799E-01   0.000000000000000E+00
  1  1  3.454941494713355E-01  -5.182412242070032E-01
  2  0  3.942394565656501E-01   0.000000000000000E+00
  2  1  1.158822606069569E+00  -1.738233909104353E+00
  2  2 -4.828427525289870E-01  -1.158822606069569E+00
  3  0 -2.938763619147159E+00  -0.000000000000000E+00
  3  1  1.858286058656366E+00  -2.787429087984549E+00
  3  2 -1.916222768312404E+00  -4.598934643949770E+00
  3  3 -2.399036985888508E+00  -4.693768015868820E-01
  4  0 -1.092896931567705E+01  -0.000000000000000E+00
  4  1 -5.322232663636275E-01   7.983348995454412E-01
  4  2 -4.286079419663884E+00  -1.028659060719332E+01
  4  3 -1.079566643649829E+01  -2.112195607140969E+00
  4  4 -3.291336900059558E+00   3.318995193337369E+00
  5  0 -1.641324681682267E+01  -0.000000000000000E+00
  5  1 -1.175033298213989E+01   1.762549947320984E+01
  5  2 -3.972119960767733E+00  -9.533087905842558E+00
  5  3 -2.934035168014139E+01  -5.740503589592878E+00
  5  4 -1.637419433422353E+01   1.651179260593970E+01
  5  5  1.769504025618271E+00   8.658966420443507E+00
  6  0  1.113354981590386E+01   0.000000000000000E+00
  6  1 -3.271343084128745E+01   4.907014626193118E+01
  6  2  1.035609092766251E+01   2.485461822639002E+01
  6  3 -4.635050426002465E+01  -9.068576920439604E+00
  6  4 -5.108104236767475E+01   5.151029482454597E+01
  6  5  9.570056244759934E+00   4.683052113214492E+01
  6  6  1.536056517399117E+01   6.249900719442104E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.500000000000000E+00  1.500000000000000E+00  1.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  4.886025119029199E-01   0.000000000000000E+00
  1  1  5.182412242070032E-01   5.182412242070032E-01
  2  0 -7.884789131313004E-01  -0.000000000000000E+00
  2  1  1.158822606069569E+00   1.158822606069569E+00
  2  2  0.000000000000000E+00   1.738233909104353E+00
  3  0 -4.291527824786328E+00  -0.000000000000000E+00
  3  1 -2.423851380856140E-01  -2.423851380856140E-01
